Year,Jurisdiction,Sector,Area of expenditure,Broad source of funds,Source of funds,Current amount ($),Constant amount ($)
2017-18,NSW,Capital expenditure,Capital expenditure,State and local government,State and local government,"1,319,000,000.00","1,448,032,495.52"
2017-18,NSW,Hospitals,Private hospitals,Australian Government,Department of Veterans' Affairs,"179,600,707.30","196,337,165.28"
2017-18,NSW,Hospitals,Private hospitals,Australian Government,DoHAC and other,"105,971,352.50","115,839,884.37"
2017-18,NSW,Hospitals,Private hospitals,Australian Government,Premium rebates,"906,634,753.57","991,121,361.03"
2017-18,NSW,Hospitals,Private hospitals,Non-government,Health insurance funds,"2,563,034,616.32","2,801,876,221.12"
2017-18,NSW,Hospitals,Private hospitals,Non-government,Individuals,"478,032,961.02","522,579,436.84"
2017-18,NSW,Hospitals,Private hospitals,Non-government,Other source of funds,"384,583,005.85","420,421,157.13"
2017-18,NSW,Hospitals,Public hospital services,Australian Government,Department of Veterans' Affairs,"284,498,364.00","311,009,923.93"
2017-18,NSW,Hospitals,Public hospital services,Australian Government,DoHAC and other,"6,742,815,589.46","7,370,995,764.82"
2017-18,NSW,Hospitals,Public hospital services,Australian Government,Premium rebates,"176,497,506.04","192,944,785.89"
2017-18,NSW,Hospitals,Public hospital services,Non-government,Health insurance funds,"498,954,199.47","545,450,263.53"
2017-18,NSW,Hospitals,Public hospital services,Non-government,Individuals,"280,145,509.53","306,251,439.83"
2017-18,NSW,Hospitals,Public hospital services,Non-government,Other source of funds,"1,198,435,804.87","1,310,114,488.04"
2017-18,NSW,Hospitals,Public hospital services,State and local government,State and local government,"8,662,808,744.59","9,470,070,234.36"
2017-18,NSW,Medical expenses tax rebate,Medical expenses tax rebate,Australian Government,DoHAC and other,"4,575,600.00","5,017,566.43"
2017-18,NSW,Medical expenses tax rebate,Medical expenses tax rebate,Non-government,Individuals,"-4,575,600.00","-5,017,566.43"
2017-18,NSW,Other services,Administration,Australian Government,Department of Veterans' Affairs,0.00,0.00
2017-18,NSW,Other services,Administration,Australian Government,DoHAC and other,"580,353,077.63","635,985,715.41"
2017-18,NSW,Other services,Administration,Australian Government,Premium rebates,"175,397,396.70","192,339,384.79"
2017-18,NSW,Other services,Administration,Non-government,Health insurance funds,"495,719,992.03","543,602,585.28"
2017-18,NSW,Other services,Administration,State and local government,State and local government,"-500,000.00","-548,296.01"
2017-18,NSW,Other services,Aids and appliances,Australian Government,Department of Veterans' Affairs,"379,532.05","406,449.19"
2017-18,NSW,Other services,Aids and appliances,Australian Government,DoHAC and other,"202,923,971.54","217,315,728.43"
2017-18,NSW,Other services,Aids and appliances,Australian Government,Premium rebates,"87,012,287.09","93,183,365.21"
2017-18,NSW,Other services,Aids and appliances,Non-government,Health insurance funds,"245,920,014.05","263,361,132.66"
2017-18,NSW,Other services,Aids and appliances,Non-government,Individuals,"569,530,222.25","609,922,396.91"
2017-18,NSW,Other services,Aids and appliances,Non-government,Other source of funds,"3,628,125.50","3,885,439.11"
2017-18,NSW,Other services,Patient transport services,Australian Government,Department of Veterans' Affairs,"29,418,312.34","32,159,717.74"
2017-18,NSW,Other services,Patient transport services,Australian Government,DoHAC and other,"4,824,431.57","5,274,006.06"
2017-18,NSW,Other services,Patient transport services,Australian Government,Premium rebates,"50,743,347.57","55,471,969.84"
2017-18,NSW,Other services,Patient transport services,Non-government,Health insurance funds,"143,414,282.81","156,778,635.07"
2017-18,NSW,Other services,Patient transport services,Non-government,Individuals,"54,550,232.41","59,633,607.00"
2017-18,NSW,Other services,Patient transport services,Non-government,Other source of funds,"91,202,594.42","99,701,494.07"
2017-18,NSW,Other services,Patient transport services,State and local government,State and local government,"745,058,434.03","814,488,222.82"
2017-18,NSW,Primary health care,All other medications,Australian Government,DoHAC and other,"218,993,159.77","227,763,579.40"
2017-18,NSW,Primary health care,All other medications,Australian Government,Premium rebates,"5,887,754.80","6,106,510.16"
2017-18,NSW,Primary health care,All other medications,Non-government,Health insurance funds,"16,640,371.06","17,258,632.26"
2017-18,NSW,Primary health care,All other medications,Non-government,Individuals,"3,454,106,637.46","3,611,503,615.98"
2017-18,NSW,Primary health care,All other medications,Non-government,Other source of funds,"25,217,568.71","26,154,509.62"
2017-18,NSW,Primary health care,Benefit-paid pharmaceuticals,Australian Government,Department of Veterans' Affairs,"102,041,131.14","112,128,616.79"
2017-18,NSW,Primary health care,Benefit-paid pharmaceuticals,Australian Government,DoHAC and other,"3,299,229,577.84","3,624,563,700.75"
2017-18,NSW,Primary health care,Benefit-paid pharmaceuticals,Non-government,Individuals,"477,518,393.45","524,724,455.20"
2017-18,NSW,Primary health care,Community health and other,Australian Government,Department of Veterans' Affairs,"152,647.00","167,391.48"
2017-18,NSW,Primary health care,Community health and other,Australian Government,DoHAC and other,"291,327,987.63","320,373,672.67"
2017-18,NSW,Primary health care,Community health and other,Australian Government,Premium rebates,"67,304.31","73,805.36"
2017-18,NSW,Primary health care,Community health and other,Non-government,Health insurance funds,"190,219.98","208,593.72"
2017-18,NSW,Primary health care,Community health and other,Non-government,Individuals,"60,917,151.56","66,801,262.02"
2017-18,NSW,Primary health care,Community health and other,Non-government,Other source of funds,"229,985,563.55","252,200,332.72"
2017-18,NSW,Primary health care,Community health and other,State and local government,State and local government,"1,928,336,667.28","2,114,598,592.92"
2017-18,NSW,Primary health care,Dental services,Australian Government,Department of Veterans' Affairs,"21,064,067.15","22,509,188.05"
2017-18,NSW,Primary health care,Dental services,Australian Government,DoHAC and other,"218,329,222.62","233,307,901.37"
2017-18,NSW,Primary health care,Dental services,Australian Government,Premium rebates,"221,018,993.89","236,182,217.83"
2017-18,NSW,Primary health care,Dental services,Non-government,Health insurance funds,"624,658,837.31","667,514,166.93"
2017-18,NSW,Primary health care,Dental services,Non-government,Individuals,"1,708,342,847.21","1,825,545,376.73"
2017-18,NSW,Primary health care,Dental services,Non-government,Other source of funds,"24,631,667.19","26,321,546.78"
2017-18,NSW,Primary health care,Dental services,State and local government,State and local government,"251,488,470.12","268,742,082.23"
2017-18,NSW,Primary health care,Other health practitioners,Australian Government,Department of Veterans' Affairs,"56,427,927.51","61,800,263.38"
2017-18,NSW,Primary health care,Other health practitioners,Australian Government,DoHAC and other,"533,869,900.67","584,698,072.85"
2017-18,NSW,Primary health care,Other health practitioners,Australian Government,Premium rebates,"98,547,761.97","107,930,202.54"
2017-18,NSW,Primary health care,Other health practitioners,Non-government,Health insurance funds,"278,522,353.81","305,039,642.27"
2017-18,NSW,Primary health care,Other health practitioners,Non-government,Individuals,"672,969,888.54","737,041,358.62"
2017-18,NSW,Primary health care,Other health practitioners,Non-government,Other source of funds,"199,950,430.51","218,987,118.85"
2017-18,NSW,Primary health care,Public health,Australian Government,DoHAC and other,"425,633,263.79","465,328,398.90"
2017-18,NSW,Primary health care,Public health,Non-government,Other source of funds,"153,283,694.75","167,567,748.28"
2017-18,NSW,Primary health care,Public health,State and local government,State and local government,"386,566,265.12","422,589,230.46"
2017-18,NSW,Primary health care,Unreferred medical services,Australian Government,Department of Veterans' Affairs,"39,629,751.32","44,371,416.10"
2017-18,NSW,Primary health care,Unreferred medical services,Australian Government,DoHAC and other,"3,095,755,011.19","3,465,942,962.89"
2017-18,NSW,Primary health care,Unreferred medical services,Non-government,Individuals,"208,739,199.00","233,714,659.97"
2017-18,NSW,Primary health care,Unreferred medical services,Non-government,Other source of funds,"464,668,862.11","520,266,081.44"
2017-18,NSW,Referred medical services,Referred medical services,Australian Government,Department of Veterans' Affairs,"157,566,358.42","176,419,034.18"
2017-18,NSW,Referred medical services,Referred medical services,Australian Government,DoHAC and other,"4,834,785,571.00","5,413,263,398.47"
2017-18,NSW,Referred medical services,Referred medical services,Australian Government,Premium rebates,"180,255,846.93","201,823,299.97"
2017-18,NSW,Referred medical services,Referred medical services,Non-government,Health insurance funds,"509,451,272.87","570,406,668.14"
2017-18,NSW,Referred medical services,Referred medical services,Non-government,Individuals,"1,253,362,633.20","1,403,326,366.32"
2017-18,NSW,Research,Research,Australian Government,Department of Veterans' Affairs,0.00,0.00
2017-18,NSW,Research,Research,Australian Government,DoHAC and other,"1,350,756,175.56","1,481,228,437.27"
2017-18,NSW,Research,Research,Non-government,Individuals,"625,071.76","685,448.70"
2017-18,NSW,Research,Research,Non-government,Other source of funds,"160,248,210.44","175,726,908.10"
2017-18,NSW,Research,Research,State and local government,State and local government,"125,484,395.79","137,605,186.52"
2017-18,NT,Capital expenditure,Capital expenditure,Australian Government,DoHAC and other,"2,938,295.76","2,982,672.31"
2017-18,NT,Capital expenditure,Capital expenditure,Non-government,Other source of funds,"21,419,881.73","24,375,990.72"
2017-18,NT,Capital expenditure,Capital expenditure,State and local government,State and local government,"41,000,000.00","44,426,210.17"
2017-18,NT,Hospitals,Private hospitals,Australian Government,Department of Veterans' Affairs,"1,871,921.00","2,074,877.91"
2017-18,NT,Hospitals,Private hospitals,Australian Government,DoHAC and other,"460,455.05","509,916.36"
2017-18,NT,Hospitals,Private hospitals,Australian Government,Premium rebates,"13,713,516.90","15,200,360.11"
2017-18,NT,Hospitals,Private hospitals,Non-government,Health insurance funds,"38,767,782.04","42,971,052.01"
2017-18,NT,Hospitals,Private hospitals,Non-government,Individuals,"29,435,631.80","32,627,093.90"
2017-18,NT,Hospitals,Private hospitals,Non-government,Other source of funds,"10,392,177.60","11,518,915.46"
2017-18,NT,Hospitals,Public hospital services,Australian Government,Department of Veterans' Affairs,0.00,0.00
2017-18,NT,Hospitals,Public hospital services,Australian Government,DoHAC and other,"290,101,915.06","321,543,909.56"
2017-18,NT,Hospitals,Public hospital services,Australian Government,Premium rebates,"2,402,452.25","2,662,930.28"
2017-18,NT,Hospitals,Public hospital services,Non-government,Health insurance funds,"6,791,674.66","7,528,039.77"
2017-18,NT,Hospitals,Public hospital services,Non-government,Individuals,"7,360,078.69","8,158,071.15"
2017-18,NT,Hospitals,Public hospital services,Non-government,Other source of funds,"30,340,247.26","33,629,789.33"
2017-18,NT,Hospitals,Public hospital services,State and local government,State and local government,"513,310,356.65","568,964,353.16"
2017-18,NT,Medical expenses tax rebate,Medical expenses tax rebate,Australian Government,DoHAC and other,"52,800.00","58,158.87"
2017-18,NT,Medical expenses tax rebate,Medical expenses tax rebate,Non-government,Individuals,"-52,800.00","-58,158.87"
2017-18,NT,Other services,Administration,Australian Government,Department of Veterans' Affairs,0.00,0.00
2017-18,NT,Other services,Administration,Australian Government,DoHAC and other,"24,785,859.51","27,278,935.50"
2017-18,NT,Other services,Administration,Australian Government,Premium rebates,"2,979,546.33","3,281,951.46"
